STATE_NAME,STATE_ABBREVIATION,COUNTY_NAME,COUNTY_FIPS_CODE,STUDYYEAR,EMR_16,FEMR_16,MEMR_16,EMR_20to64,FEMR_20to64,MEMR_20to64,UNR_16,FUNR_16,MUNR_16,UNR_20to64,FUNR_20to64,MUNR_20to64,FLFPR_20to64,FLFPR_20to64_UNDER6,FLFPR_20to64_6to17,FLFPR_20to64_UNDER6_6to17,MLFPR_20to64,PR_F,PR_P,MHI,MFI,MFI_2022,ME,FME,MME,MHI_2022,ME_2022,FME_2022,MME_2022,TOTALPOP,ONERACE,ONERACE_W,ONERACE_B,ONERACE_I,ONERACE_A,ONERACE_H,ONERACE_OTHER,TWORACES,HISPANIC,HOUSEHOLDS,H_UNDER6_BOTHWORK,H_UNDER6_FWORK,H_UNDER6_MWORK,H_UNDER6_SINGLEM,H_6to17_BOTHWORK,H_6to17_FWORK,H_6to17_MWORK,H_6to17_SINGLEM,EMP_M,MEMP_M,FEMP_M,EMP_SERVICE,MEMP_SERVICE,FEMP_SERVICE,EMP_SALES,MEMP_SALES,FEMP_SALES,EMP_N,MEMP_N,FEMP_N,EMP_P,MEMP_P,FEMP_P,MCBto5,MC6to11,MC12to17,MC18to23,MC24to29,MC30to35,MC36to41,MC42to47,MC48to53,MC54toSA,MCSA,Annual Center-Based Care Cost (School Age),MFCCBto5,MFCC6to11,MFCC12to17,MFCC18to23,MFCC24to29,MFCC30to35,MFCC36to41,MFCC42to47,MFCC48to53,MFCC54toSA,MFCCSA,Annual Median Home-Based Care Cost (School Age),_75CBto5,_75C6to11,_75C12to17,_75C18to23,_75C24to29,_75C30to35,_75C36to41,_75C42to47,_75C48to53,_75C54toSA,_75CSA,_75FCCBto5,_75FCC6to11,_75FCC12to17,_75FCC18to23,_75FCC24to29,_75FCC30to35,_75FCC36to41,_75FCC42to47,_75FCC48to53,_75FCC54toSA,_75FCCSA,MCINFANT,Annual Center-Based Care Cost (Infant),MCTODDLER,Annual Center-Based Care Cost (Toddler),MCPRESCHOOL,Annual Center-Based Care Cost (Preschool),_75CINFANT,_75CTODDLER,_75CPRESCHOOL,MFCCINFANT,Annual Median Home-Based Care Cost (Infant),MFCCTODDLER,Annual Median Home-Based Care Cost (Toddler),MFCCPRESCHOOL,Annual Median Home-Based Care Cost (Preschool),_75FCCINFANT,_75FCCTODDLER,_75FCCPRESCHOOL
New Jersey,NJ,Hudson County,34017,2008,64.0,57.3,70.9,75.2,68.8,81.4,7.1,7.9,6.4,6.5,7.5,5.6,74.3,65.7,80.5,69.5,86.4,12.6,14.7,53640,57255,77294,33284,29390,37666,72414,44933,39677,50849,594334,98.2,58.7,13.7,0.5,11.3,0.0,14.0,1.8,40.6,229065,13221,11105,706,13987.0,28562,13484,2208,28072.0,34.2,32.2,36.7,18.2,15.0,21.9,26.1,19.9,33.5,7.6,13.5,0.5,13.9,19.4,7.3,193.62,193.62,193.62,179.09,179.09,154.89,154.89,154.89,154.89,154.89,96.81,5034.12,145.21,145.21,145.21,135.53,135.53,121.01,121.01,121.01,121.01,121.01,77.45,4027.4,230.85,230.85,230.85,210.73,210.73,177.21,177.21,177.21,177.21,177.21,125.48,162.84,162.84,162.84,148.47,148.47,143.68,143.68,143.68,143.68,143.68,95.79,193.62,10068.24,179.09,9312.68,154.89,8054.279999999999,230.85,210.73,177.21,145.21,7550.92,135.53,7047.56,121.01,6292.52,162.84,148.47,143.68
New York,NY,Orange County,36071,2009,61.0,57.2,64.8,72.1,68.4,75.6,6.2,5.8,6.6,5.8,5.2,6.3,72.6,63.2,81.8,56.9,85.1,7.6,11.7,69255,81435,111566,33376,27109,41210,94879,45725,37139,56458,376548,97.4,78.2,9.6,0.2,2.4,0.0,7.0,2.6,15.9,123349,11388,10916,1747,4973.0,32151,16917,2401,12052.0,34.9,31.4,38.9,18.2,17.4,19.0,26.6,17.6,36.8,9.8,17.9,0.5,10.5,15.6,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota,MN,Kittson County,27069,2020,62.3,56.6,68.1,82.9,80.6,84.8,4.1,2.7,5.3,3.9,1.6,5.8,82.0,78.2,92.0,88.9,90.0,6.2,11.9,55410,68950,79293,37864,28598,41913,63722,43544,32888,48200,4272,98.3,96.1,0.7,0.4,0.9,0.0,0.1,1.7,1.9,1834,163,53,0,59.0,398,44,11,63.0,34.7,32.2,37.7,17.8,10.8,26.2,17.1,11.1,24.1,12.4,22.1,0.8,18.0,23.7,11.2,183.0,183.0,183.0,173.0,168.33,168.33,157.0,157.0,157.0,157.0,129.23,6719.959999999999,121.67,121.67,121.67,121.67,120.0,120.0,120.0,120.0,120.0,120.0,110.0,5720.0,191.0,191.0,191.0,181.0,176.33,176.33,165.0,165.0,165.0,165.0,137.0,135.0,135.0,131.67,131.67,126.67,126.67,126.67,126.67,126.67,126.67,120.83,183.0,9516.0,168.33,8753.16,157.0,8164.0,191.0,176.33,165.0,121.67,6326.84,120.0,6240.0,120.0,6240.0,135.0,126.67,126.67
Arkansas,AR,Greene County,5055,2021,55.1,50.1,60.3,67.4,61.4,73.4,7.4,7.3,7.5,6.6,6.6,6.6,65.8,44.2,81.9,70.1,78.7,12.3,16.4,51367,58169,63404,31687,26383,36264,55990,34539,28757,39528,45665,96.8,92.7,2.4,0.2,0.5,0.1,0.8,3.2,3.0,17583,935,1049,48,998.0,2970,724,268,2067.0,32.0,22.3,43.3,14.2,10.3,18.7,19.3,11.3,28.7,13.2,24.1,0.5,21.3,32.0,8.9,102.5,102.5,102.5,104.25,104.25,104.25,92.5,92.5,92.5,92.5,82.5,4290.0,92.5,92.5,92.5,95.0,95.0,95.0,88.75,88.75,88.75,88.75,86.25,4485.0,127.5,127.5,120.0,122.5,122.5,122.5,110.0,110.0,110.0,110.0,102.03,115.0,115.0,100.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,100.0,102.5,5330.0,104.25,5421.0,92.5,4810.0,127.5,122.5,110.0,92.5,4810.0,95.0,4940.0,88.75,4615.0,115.0,105.0,105.0
Alabama,AL,Tallapoosa County,1123,2010,53.1,48.9,57.7,66.3,62.0,70.8,9.5,10.1,8.9,8.5,8.4,8.6,67.7,67.7,69.1,64.5,77.5,13.4,17.5,36904,47918,65168,23784,20964,26642,50189,32346,28511,36233,41534,98.6,71.2,26.7,0.1,0.1,0.0,0.5,1.4,2.1,16282,1013,469,22,816.0,2670,847,101,2074.0,27.2,20.8,34.0,16.8,13.5,20.4,21.3,13.3,29.9,14.2,26.5,0.9,20.5,25.9,14.8,104.78,104.78,104.78,104.78,104.78,94.1,94.1,94.1,94.1,94.1,89.62,4660.24,95.65,95.65,95.65,95.65,95.65,95.65,95.65,95.65,95.65,95.65,96.51,5018.52,121.6,121.6,121.6,121.6,121.6,109.2,109.2,109.2,109.2,109.2,104.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,112.0,104.78,5448.56,104.78,5448.56,94.1,4893.2,121.6,121.6,109.2,95.65,4973.8,95.65,4973.8,95.65,4973.8,111.0,111.0,111.0
Mississippi,MS,Calhoun County,28013,2016,47.1,41.8,53.1,60.3,55.0,66.1,9.7,11.7,7.7,8.3,10.2,6.4,61.3,73.1,77.4,61.0,70.6,20.5,26.3,31141,41013,50446,23225,20430,27714,38303,28567,25129,34088,14724,98.6,67.5,27.2,0.0,0.0,0.5,3.3,1.4,5.5,5820,316,167,32,433.0,930,254,44,662.0,24.1,19.3,29.4,12.7,6.0,20.2,19.3,13.6,25.6,13.1,22.2,3.0,30.8,38.9,21.8,67.77,67.77,60.99,60.99,60.99,60.99,60.99,60.99,60.99,60.99,57.6,2995.2000000000003,49.77,49.77,49.69,49.69,49.69,49.69,45.47,45.47,45.47,45.47,41.8,2173.6,79.54,79.54,79.54,79.54,79.54,79.54,72.91,72.91,72.91,72.91,66.28,57.76,57.76,57.67,57.67,57.67,57.67,52.77,52.77,52.77,52.77,48.51,67.77,3524.04,60.99,3171.48,60.99,3171.48,79.54,79.54,72.91,49.77,2588.04,49.69,2583.88,45.47,2364.44,57.76,57.67,52.77
Nebraska,NE,Valley County,31175,2013,65.5,60.9,70.4,86.1,82.3,90.0,0.9,0.4,1.3,0.3,0.0,0.5,82.3,73.4,92.6,85.7,90.4,12.0,15.2,40445,54364,69042,25035,16403,33897,51365,31794,20832,43049,4256,99.4,98.1,0.0,0.3,0.0,0.0,1.0,0.6,1.8,1893,125,74,0,58.0,406,108,0,55.0,32.4,31.5,33.4,18.1,8.0,29.1,22.5,15.9,29.6,14.1,25.0,2.3,12.9,19.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,NE,Sherman County,31163,2012,60.7,54.4,67.2,78.4,51.1,83.4,3.5,3.9,3.3,3.5,4.0,3.2,76.0,57.1,77.4,67.7,86.1,7.9,10.3,43000,56429,72793,26901,20128,33266,55470,34702,25965,42913,3133,100.0,98.8,1.0,0.2,0.1,0.0,0.0,0.0,0.8,1366,103,93,5,9.0,264,83,21,60.0,32.9,32.6,33.4,13.6,4.7,24.2,20.4,14.1,27.8,11.5,19.3,2.3,21.6,29.3,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,MS,Yazoo County,28163,2015,38.2,42.4,35.0,45.7,53.7,40.3,19.8,19.3,20.3,17.8,18.3,17.2,65.8,78.1,75.5,86.1,48.7,29.1,33.1,28961,36694,45501,23192,21098,24966,35912,28758,26162,30958,27911,99.0,38.4,57.5,0.2,0.4,0.0,2.4,1.0,4.8,8602,527,152,0,1407.0,1126,209,59,2299.0,26.6,20.9,32.6,20.1,17.4,23.0,22.8,13.5,32.8,11.7,21.7,1.1,18.8,26.5,10.6,77.19,77.19,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,63.29,3291.08,60.43,60.43,52.46,52.46,52.46,52.46,49.44,49.44,49.44,49.44,49.08,2552.16,91.47,91.47,86.14,86.14,86.14,86.14,81.39,81.39,81.39,81.39,74.01,70.53,70.53,61.22,61.22,61.22,61.22,57.71,57.71,57.71,57.71,57.29,77.19,4013.88,67.9,3530.8,67.9,3530.8,91.47,86.14,81.39,60.43,3142.36,52.46,2727.92,49.44,2570.88,70.53,61.22,57.71
Texas,TX,Brown County,48049,2013,50.2,44.5,56.2,65.7,59.7,71.7,4.1,3.9,4.2,3.7,3.3,4.0,61.7,44.6,71.8,45.0,75.0,13.9,18.4,39776,48865,62059,26513,20729,32311,50516,33672,26326,41035,37942,98.3,91.0,3.9,0.8,0.2,0.0,2.4,1.7,20.1,13405,516,956,106,532.0,2342,1369,176,1698.0,28.2,21.2,36.7,20.9,16.1,26.7,24.3,17.6,32.3,10.2,18.4,0.5,16.4,26.8,3.9,110.05,110.05,110.05,101.45,101.45,101.45,94.85,94.85,94.85,94.85,88.0,4576.0,94.2,94.2,94.2,90.2,90.2,90.2,86.85,86.85,86.85,86.85,77.75,4043.0,129.25,129.25,129.25,119.95,119.95,119.95,112.75,112.75,112.75,112.75,105.25,112.05,112.05,112.05,107.65,107.65,107.65,103.95,103.95,103.95,103.95,94.05,110.05,5722.599999999999,101.45,5275.400000000001,94.85,4932.2,129.25,119.95,112.75,94.2,4898.400000000001,90.2,4690.400000000001,86.85,4516.2,112.05,107.65,103.95
New York,NY,Chautauqua County,36013,2020,53.4,50.5,56.4,69.1,67.1,71.2,5.5,5.0,5.9,5.1,4.6,5.6,70.3,72.7,77.5,74.3,75.5,11.8,17.8,48315,62366,71721,30747,24744,36857,55562,35359,28456,42386,127584,97.0,91.0,2.7,0.3,0.5,0.0,2.5,3.0,7.7,53625,2954,1223,289,2315.0,6668,2598,569,4379.0,32.9,26.5,39.8,19.4,15.5,23.6,20.3,12.4,28.9,9.5,17.1,1.3,17.9,28.5,6.4,219.0,219.0,219.0,206.67,206.67,206.67,190.0,190.0,190.0,190.0,178.0,9256.0,163.33,163.33,163.33,160.0,160.0,160.0,158.33,158.33,158.33,158.33,151.67,7886.839999999999,243.67,243.67,243.67,229.33,229.33,229.33,217.0,217.0,217.0,217.0,195.0,190.0,190.0,190.0,185.0,185.0,185.0,178.33,178.33,178.33,178.33,169.33,219.0,11388.0,206.67,10746.84,190.0,9880.0,243.67,229.33,217.0,163.33,8493.16,160.0,8320.0,158.33,8233.16,190.0,185.0,178.33
Florida,FL,Martin County,12085,2016,47.6,44.0,51.2,68.3,65.4,71.1,8.4,7.8,9.0,7.7,7.6,7.8,71.0,62.6,75.4,61.4,77.5,7.3,11.8,52622,68291,83998,29539,25979,33104,64725,36333,31954,40718,153592,98.5,87.1,5.6,0.4,1.2,0.0,4.2,1.5,12.9,62980,2818,1839,148,1611.0,7555,4038,478,3923.0,36.1,33.0,39.7,21.2,20.4,22.0,25.8,18.3,34.2,10.0,18.1,0.9,6.9,10.2,3.3,205.28,205.28,200.07,200.07,162.73,162.73,141.83,141.83,141.83,141.83,119.08,6192.16,216.25,216.25,216.25,216.25,168.75,168.75,150.0,150.0,150.0,150.0,129.21,6718.92,215.67,215.67,205.69,205.69,177.45,177.45,162.17,162.17,160.31,160.31,120.83,216.25,216.25,216.25,216.25,175.63,175.63,182.5,182.5,182.5,182.5,157.19,205.28,10674.56,162.73,8461.96,141.83,7375.160000000001,215.67,177.45,162.17,216.25,11245.0,168.75,8775.0,150.0,7800.0,216.25,175.63,182.5
Iowa,IA,Story County,19169,2008,68.6,65.3,71.7,80.1,77.7,82.2,4.1,4.4,3.9,3.3,3.7,3.1,80.9,71.1,91.3,74.5,85.0,5.7,17.7,48094,73293,98946,18425,16190,20333,64927,24874,21857,27450,85188,99.1,89.8,2.2,0.1,6.0,0.0,1.0,0.9,2.1,32208,2838,1393,123,417.0,5685,1958,128,1452.0,42.6,42.6,42.5,17.0,13.9,20.6,23.8,16.5,32.2,6.9,11.4,1.8,9.7,15.6,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,AL,Limestone County,1083,2020,54.2,47.8,60.7,66.7,60.7,72.5,5.1,6.6,3.9,5.0,6.5,3.7,64.9,68.6,69.6,60.1,75.5,8.7,12.7,64270,77970,89666,33112,27023,42300,73911,38079,31076,48645,96921,97.0,78.9,13.5,0.9,1.5,0.0,2.1,3.0,6.0,32725,2728,1742,48,1309.0,6086,3664,238,2533.0,34.7,32.1,38.0,14.3,12.1,17.0,21.5,11.6,34.1,10.4,17.8,1.1,19.0,26.4,9.8,132.49,132.49,133.99,133.99,130.99,127.45,122.95,122.95,122.95,122.95,111.11,5777.72,133.92,133.92,130.17,130.17,130.17,129.95,129.95,129.95,129.95,129.95,127.81,6646.12,163.0,163.0,163.0,163.0,163.0,158.75,149.75,149.75,149.75,149.75,133.75,153.0,153.0,146.25,146.25,146.25,146.0,146.0,146.0,146.0,146.0,145.25,133.99,6967.4800000000005,130.99,6811.4800000000005,122.95,6393.400000000001,163.0,163.0,149.75,133.92,6963.839999999999,130.17,6768.839999999999,129.95,6757.4,153.0,146.25,146.0
South Carolina,SC,McCormick County,45065,2022,37.4,39.0,36.1,56.2,61.2,52.5,6.4,4.6,8.0,6.6,4.2,8.5,63.9,82.2,69.1,54.5,57.4,10.8,16.7,55569,76354,76354,37096,31799,38800,55569,37096,31799,38800,9612,97.4,52.8,43.5,0.0,0.2,0.1,0.8,2.6,0.6,3947,60,11,0,138.0,23,60,5,337.0,35.8,27.5,45.1,20.4,22.7,17.8,17.8,11.9,24.4,8.8,14.7,2.1,17.3,23.2,10.6,117.21,117.21,117.21,117.21,117.21,117.21,127.21,127.21,127.21,127.21,133.88,6961.76,133.88,133.88,133.88,133.88,133.88,133.88,137.21,137.21,137.21,137.21,143.88,7481.76,138.33,138.33,138.33,138.33,138.33,138.33,145.0,145.0,145.0,145.0,158.33,158.33,158.33,158.33,158.33,158.33,158.33,158.33,158.33,158.33,158.33,143.88,117.21,6094.92,117.21,6094.92,127.21,6614.92,138.33,138.33,145.0,133.88,6961.76,133.88,6961.76,137.21,7134.92,158.33,158.33,158.33
North Dakota,ND,Stark County,38089,2015,71.4,64.8,77.4,83.5,77.7,88.5,2.8,2.0,3.4,2.6,2.1,2.9,79.5,71.7,85.4,64.0,91.7,3.4,6.7,72099,86799,107631,37407,26294,50778,89403,46385,32605,62965,28628,97.8,92.6,1.1,1.0,1.3,0.1,1.8,2.2,4.4,11379,1033,720,63,338.0,2393,872,169,537.0,27.7,24.3,32.2,16.1,8.6,25.9,23.2,14.5,34.7,17.5,30.2,0.9,15.5,22.4,6.4,180.41,180.41,180.41,180.41,168.45,168.45,168.45,168.45,149.51,149.51,114.62,5960.24,129.58,129.58,129.58,129.58,129.58,129.58,129.58,129.58,124.59,124.59,112.13,5830.76,190.24,190.24,190.24,190.24,177.89,177.89,177.89,177.89,164.3,164.3,145.27,148.24,148.24,148.24,148.24,138.36,138.36,138.36,138.36,138.36,138.36,128.47,180.41,9381.32,168.45,8759.4,168.45,8759.4,190.24,177.89,177.89,129.58,6738.160000000001,129.58,6738.160000000001,129.58,6738.160000000001,148.24,138.36,138.36
North Carolina,NC,Granville County,37077,2014,51.2,51.0,51.4,63.9,65.4,62.5,10.0,10.3,9.7,8.7,8.7,8.8,71.7,66.0,75.9,59.2,68.5,12.6,15.8,49655,55253,68514,32060,28606,34917,61572,39754,35471,43297,57955,97.3,61.6,31.3,0.6,0.5,0.0,3.4,2.7,7.3,19983,1132,629,58,1288.0,3877,1658,93,2180.0,33.4,29.2,37.9,15.4,12.7,18.3,22.8,13.0,33.1,11.2,21.3,0.7,17.1,23.9,10.0,155.23,155.23,156.9,156.9,144.35,144.35,147.95,147.95,147.95,147.95,114.14,5935.28,118.82,118.82,114.14,114.14,107.56,107.56,103.03,103.03,103.03,103.03,83.51,4342.52,194.32,194.32,195.99,195.99,178.63,178.63,184.1,184.1,184.1,184.1,142.03,145.91,145.91,137.82,137.82,132.78,132.78,125.55,125.55,125.55,125.55,102.76,156.9,8158.8,144.35,7506.2,147.95,7693.4,195.99,178.63,184.1,118.82,6178.639999999999,107.56,5593.12,103.03,5357.56,145.91,132.78,125.55
Puerto Rico,PR,Toa Alta County,72135,2014,45.6,42.4,49.0,56.7,53.2,60.6,15.4,15.0,15.8,13.5,13.3,13.7,61.4,74.5,74.1,78.6,70.4,31.0,32.9,29183,31710,39320,20225,19341,21360,36187,25079,23983,26486,74688,78.2,62.5,8.2,0.2,0.0,0.0,7.3,21.8,99.6,22424,1802,473,29,1748.0,4892,1597,416,5025.0,34.2,25.5,43.4,14.5,16.9,12.0,31.4,23.0,40.2,8.9,17.1,0.3,11.0,17.5,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California,CA,Sonoma County,6097,2021,61.7,57.3,66.3,76.8,73.0,80.7,5.1,4.7,5.4,4.8,4.6,5.1,76.6,72.3,81.6,63.8,85.4,5.1,8.7,91607,109419,119267,42686,36210,48377,99852,46528,39469,52731,492498,90.9,70.4,1.6,1.1,4.4,0.3,13.2,9.1,27.5,188841,12004,7104,607,5902.0,30052,11831,1401,12600.0,40.3,36.6,44.5,18.7,16.1,21.6,20.4,14.5,26.9,10.2,18.4,1.1,10.4,14.4,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,TX,Upton County,48461,2016,54.3,43.6,64.9,67.4,57.6,76.3,4.5,3.5,5.1,4.2,2.1,5.6,58.9,43.0,76.6,47.0,80.8,15.2,20.4,48220,66389,81658,31679,22727,40907,59311,38965,27954,50316,3475,98.1,49.9,4.8,0.1,0.3,0.0,43.1,1.9,52.5,1263,92,150,13,88.0,229,146,51,191.0,27.1,20.0,37.7,12.8,5.3,24.3,19.4,7.8,37.0,23.4,38.7,0.4,17.2,28.2,0.7,123.3,123.3,123.3,116.25,116.25,116.25,111.5,111.5,111.5,111.5,107.65,5597.8,112.25,112.25,112.25,105.85,105.85,105.85,104.65,104.65,104.65,104.65,92.5,4810.0,139.1,139.1,139.1,131.65,131.65,131.65,126.55,126.55,126.55,126.55,122.45,127.35,127.35,127.35,120.55,120.55,120.55,119.25,119.25,119.25,119.25,106.25,123.3,6411.599999999999,116.25,6045.0,111.5,5798.0,139.1,131.65,126.55,112.25,5837.0,105.85,5504.2,104.65,5441.8,127.35,120.55,119.25
Illinois,IL,De Witt County,17039,2011,59.8,56.3,63.5,73.9,70.2,77.4,6.6,5.4,7.7,6.5,6.1,7.0,75.2,75.5,84.0,63.5,83.2,6.6,7.9,48750,60998,79907,30786,22860,37086,63863,40330,29947,48583,16635,99.0,97.0,1.1,0.0,0.1,0.0,0.7,1.0,1.9,6728,509,300,11,190.0,1401,286,114,321.0,28.4,24.2,32.9,16.2,10.9,22.0,25.4,12.7,39.1,12.5,23.7,0.3,17.6,28.5,5.7,151.43,151.43,151.43,151.43,130.0,130.0,113.98,113.98,113.98,113.98,62.38,3243.76,102.5,102.5,102.5,102.5,102.5,102.5,99.5,99.5,99.5,99.5,52.33,2721.16,159.25,159.25,159.25,159.25,142.5,142.5,127.5,127.5,127.5,127.5,87.5,117.38,117.38,117.38,117.38,112.8,112.8,106.5,106.5,106.5,106.5,91.75,151.43,7874.360000000001,130.0,6760.0,113.98,5926.96,159.25,142.5,127.5,102.5,5330.0,102.5,5330.0,99.5,5174.0,117.38,112.8,106.5
Washington,WA,Stevens County,53065,2015,46.3,42.7,49.8,60.6,55.5,65.8,9.4,9.0,9.8,9.2,9.2,9.2,61.2,53.1,68.4,56.3,72.7,13.0,18.0,41978,51852,64296,26514,19916,33659,52053,32877,24696,41737,43548,96.2,89.2,0.5,5.0,0.6,0.0,0.9,3.8,3.2,17679,576,760,143,677.0,2629,1830,189,1011.0,29.0,23.2,35.8,17.9,13.6,22.8,23.9,14.8,34.3,15.5,27.8,1.4,13.7,20.6,5.8,322.96,322.96,279.43,279.43,279.43,226.44,226.44,226.44,202.91,202.91,194.38,10107.76,188.77,188.77,167.49,163.39,163.39,149.77,149.77,149.77,147.52,147.52,114.98,5978.96,373.12,373.12,319.8,320.83,320.83,260.08,260.08,260.08,232.76,232.76,220.52,218.28,218.28,189.84,185.4,185.4,170.64,170.64,170.64,168.03,168.03,134.69,322.96,16793.92,279.43,14530.36,226.44,11774.88,373.12,320.83,260.08,188.77,9816.04,163.39,8496.279999999999,149.77,7788.040000000001,218.28,185.4,170.64
Missouri,MO,St. Louis City,29510,2013,56.0,54.3,57.9,65.8,64.9,66.8,14.3,13.7,14.9,13.6,13.3,14.0,74.8,77.1,81.2,70.3,77.8,22.1,27.4,34582,43627,55406,26645,24184,29991,43919,33839,30714,38089,318955,97.5,44.9,48.6,0.2,2.8,0.0,0.9,2.5,3.6,140652,6237,2868,410,11971.0,9315,2658,674,21833.0,37.1,34.1,40.0,24.4,22.4,26.3,22.9,17.9,27.6,5.3,10.3,0.5,10.4,15.3,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermont,VT,Windsor County,50027,2015,60.7,58.1,63.5,75.8,75.0,76.7,5.1,5.2,5.0,4.6,4.6,4.5,78.6,76.4,85.5,59.8,80.4,6.7,11.0,52965,70666,87626,32097,29653,35000,65677,39800,36770,43400,56150,98.3,95.9,0.7,0.2,0.9,0.1,0.5,1.7,1.4,24507,1095,652,76,905.0,3526,976,254,1854.0,39.5,33.7,45.4,17.5,15.5,19.5,20.6,14.5,26.9,10.7,19.5,1.6,11.7,16.8,6.6,206.1,206.1,206.1,206.1,199.91,199.91,183.97,183.97,183.97,183.97,169.72,8825.44,143.37,143.37,143.37,143.37,136.68,136.68,133.81,133.81,133.81,133.81,129.03,6709.56,226.86,226.86,226.86,226.86,220.24,220.24,209.73,209.73,209.73,209.73,194.66,165.42,165.42,165.42,165.42,155.97,155.97,151.24,151.24,151.24,151.24,141.79,206.1,10717.199999999999,199.91,10395.32,183.97,9566.44,226.86,220.24,209.73,143.37,7455.24,136.68,7107.360000000001,133.81,6958.12,165.42,155.97,151.24
Georgia,GA,Glynn County,13127,2022,55.1,49.7,61.5,72.2,66.0,79.1,4.3,5.2,3.5,4.3,5.2,3.4,69.7,71.0,76.7,73.7,82.2,11.5,16.4,65970,81669,81669,37139,31257,45040,65970,37139,31257,45040,84566,95.1,66.6,24.7,0.3,1.2,0.1,2.1,4.9,6.8,33991,1299,744,15,1907.0,4466,1899,224,4387.0,36.4,32.4,40.5,20.1,16.1,24.4,22.3,14.1,30.9,8.0,15.5,0.2,13.1,21.9,4.0,143.0,143.0,138.0,138.0,133.0,133.0,127.0,127.0,127.65,127.65,70.0,3640.0,130.0,130.0,124.0,124.0,112.0,112.0,112.0,112.0,113.0,113.0,60.0,3120.0,167.9,167.9,162.17,162.17,153.0,153.0,153.63,153.63,150.0,150.0,78.0,140.0,140.0,132.0,132.0,127.0,127.0,128.0,128.0,128.0,128.0,74.25,143.0,7436.0,133.0,6916.0,127.65,6637.8,167.9,153.0,153.63,130.0,6760.0,112.0,5824.0,113.0,5876.0,140.0,127.0,128.0
Texas,TX,Kerr County,48265,2022,53.4,50.8,56.1,74.5,72.2,76.9,3.3,3.6,3.0,2.3,2.0,2.6,73.7,68.9,87.0,71.1,79.0,8.1,12.5,66713,81491,81491,34074,31039,37638,66713,34074,31039,37638,52810,88.2,78.1,1.7,0.3,0.8,0.0,7.3,11.8,28.2,22024,1154,778,39,874.0,3023,889,109,1566.0,35.6,28.9,42.5,20.3,17.0,23.8,22.1,16.6,27.8,11.6,21.5,1.4,10.4,16.1,4.5,171.0,171.0,169.0,164.0,160.0,160.0,156.0,156.0,154.0,154.0,149.0,7748.0,154.0,154.0,153.0,148.0,148.0,148.0,146.0,146.0,144.0,144.0,139.0,7228.0,189.0,189.0,188.0,181.0,178.0,178.0,174.0,174.0,172.0,172.0,166.0,172.0,172.0,170.0,165.0,165.0,165.0,163.0,163.0,161.0,161.0,156.0,171.0,8892.0,160.0,8320.0,156.0,8112.0,189.0,178.0,174.0,154.0,8008.0,148.0,7696.0,146.0,7592.0,172.0,165.0,163.0
Georgia,GA,Crawford County,13079,2015,48.0,43.4,52.4,58.6,55.3,61.8,11.0,10.3,11.6,10.0,10.1,10.0,61.8,77.4,81.1,80.3,68.6,12.0,17.2,41825,48632,60304,27147,20868,36604,51863,33662,25876,45389,12539,98.0,73.8,22.9,0.3,0.9,0.0,0.0,2.0,0.5,4538,322,97,10,229.0,542,293,65,599.0,29.2,20.3,40.1,16.6,11.9,22.4,20.8,14.7,28.2,14.5,25.9,0.6,18.9,27.3,8.8,92.75,92.75,87.0,87.0,88.0,88.0,88.0,88.0,88.0,88.0,90.0,4680.0,82.0,82.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,91.6,4763.2,101.0,101.0,99.2,99.2,96.0,96.0,96.37,96.37,96.37,96.37,105.6,91.1,91.1,92.0,92.0,92.5,92.5,93.53,93.53,94.0,94.0,102.38,92.75,4823.0,88.0,4576.0,88.0,4576.0,101.0,96.0,96.37,83.0,4316.0,83.0,4316.0,83.0,4316.0,92.0,92.5,94.0
